Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Location,School_Type_Id,School_Type,Total_Number_of_Schools,Building,Complete_Medical_Checkup,Computer_Available,Functional_Drinking_Water,Drinking_Water,Functional_Electricity,Functional_Boy_Toilet,Functional_Girl_Toilet,Functional_Toilet_Facility,Functional_Toilet_and_Urinal,Functional_Urinal,Functional_Urinal_Boy,Functional_Urinal_Girl,Handwash,Separate_Room_for_Headmaster,Incinerator,Internet,Kitchen_Garden,Land_Available,Librarian,Library_or_Reading_Corner_or_Book_Bank,Medical_Checkup,Newspaper,Playground,Rain_Water_Harvesting,Ramps,Solar_Panel,Furniture,Water_Purifier,Water_Tested
2013-14,19,West Bengal,1901,DARJILING,190129,DARJEELING_PULBAZAR_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,3,Co-Ed,4,4,0,4,1,2,4,4,3,4,0,0,0,0,1,2,0,0,4,4,1,2,2,1,4,0,0,0,2,0,0
2013-14,19,West Bengal,1901,DARJILING,190129,DARJEELING_PULBAZAR_BLOCK,1,PS (I-V),1,Department of Education,Rural,1,Boys,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2013-14,19,West Bengal,1901,DARJILING,190129,DARJEELING_PULBAZAR_BLOCK,1,PS (I-V),1,Department of Education,Rural,2,Girls,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2013-14,19,West Bengal,1901,DARJILING,190129,DARJEELING_PULBAZAR_BLOCK,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,276,276,0,5,54,126,20,71,87,96,0,0,0,0,32,23,0,0,129,231,0,4,21,3,224,0,11,0,68,0,0
2013-14,19,West Bengal,1901,DARJILING,190129,DARJEELING_PULBAZAR_BLOCK,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,19,19,0,8,17,19,8,8,9,10,0,0,0,0,15,13,0,0,0,17,0,3,3,2,13,0,0,0,13,0,0
2013-14,19,West Bengal,1901,DARJILING,190129,DARJEELING_PULBAZAR_BLOCK,1,PS (I-V),8,Unrecognized,Rural,3,Co-Ed,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2013-14,19,West Bengal,1901,DARJILING,190129,DARJEELING_PULBAZAR_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,1,0,2,1,1,1,1,2,0,0,0,2,0,0
2013-14,19,West Bengal,1901,DARJILING,190129,DARJEELING_PULBAZAR_BLOCK,7,SS (VI-X),1,Department of Education,Rural,3,Co-Ed,6,6,0,6,1,4,4,4,5,6,0,0,0,0,0,2,0,0,5,6,0,3,1,2,6,0,1,0,2,0,0
2013-14,19,West Bengal,1901,DARJILING,190129,DARJEELING_PULBAZAR_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
2013-14,19,West Bengal,1901,DARJILING,190129,DARJEELING_PULBAZAR_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
