ac_year,st_code,state_name,dt_code,district_name,block_cd,udise_block_name,loc_name,sch_category_id,tr_cat_name,school_category,sch_mgmt_id,sch_mgmt_name,caste_id,caste_name,pre_primary_boy,pre_primary_girl,class1_boy,class2_boy,class3_boy,class4_boy,class5_boy,class6_boy,class7_boy,class8_boy,class9_boy,class10_boy,class11_boy,class12_boy,class1_girl,class2_girl,class3_girl,class4_girl,class5_girl,class6_girl,class7_girl,class8_girl,class9_girl,class10_girl,class11_girl,class12_girl
2019-20,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,Rural,1,cat1,PS (I-V),1,Department of Education,2,SC,2,1,34,35,35,33,11,0,0,0,0,0,0,0,33,33,31,32,10,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Urban,1,cat1,PS (I-V),1,Department of Education,2,SC,0,0,9,0,3,3,0,0,0,0,0,0,0,0,10,2,2,4,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,2,SC,0,9,7,9,14,16,4,0,0,0,0,0,0,0,16,24,27,25,5,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,2,SC,1,0,3,1,1,3,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,1,0,1,2,1,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),2,SC,6,3,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),2,SC,6,6,2,4,3,9,12,6,7,8,7,4,0,0,6,5,3,5,4,7,10,6,7,3,0,0
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),2,SC,0,0,0,4,1,4,1,2,1,6,5,5,0,0,1,1,1,1,2,2,2,2,3,6,0,0
2019-20,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),2,SC,0,0,2,2,0,1,2,3,7,2,8,3,0,0,3,0,2,0,0,6,2,3,4,3,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),2,SC,12,16,4,4,8,6,12,4,2,3,3,4,0,0,4,1,11,4,3,6,3,3,4,1,0,0
2019-20,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),2,SC,9,4,9,6,8,8,6,7,9,11,12,12,0,0,10,8,8,6,7,3,6,7,6,7,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,1,5,9,2,6,12,0,0,0,0,0,0,2,1,2,4,11,7,0,0
2019-20,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,1,6,3,3,4,0,0,0,0,0,0,0,6,3,7,1,2,2,0,0
2019-20,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,Rural,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,4,2,1,5,11,5,0,0,0,0,0,0,4,1,3,0,4,1,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0
2019-20,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,2,SC,0,0,0,0,0,0,4,3,2,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),2,SC,0,0,1,2,1,0,0,3,1,1,0,0,0,0,3,1,0,2,3,1,1,1,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),2,SC,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),2,SC,6,4,8,1,1,2,2,2,3,0,0,0,0,0,10,1,2,2,2,3,2,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,2,SC,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,2,SC,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,2,SC,0,0,0,0,0,0,4,5,1,2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,4,cat4,UPS (VI-VIII),5,Private Unaided (Recognized),2,SC,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,3,cat3,HSS (I-XII),1,Department of Education,3,ST,0,0,44,40,46,40,44,50,52,50,53,65,24,22,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,3,cat3,HSS (I-XII),4,Government Aided,3,ST,0,0,0,0,15,36,20,23,28,22,25,23,13,16,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Rural,3,cat3,HSS (I-XII),5,Private Unaided (Recognized),3,ST,0,0,0,0,2,9,10,11,9,8,10,11,7,10,0,0,2,5,8,8,7,17,12,5,12,6
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,3,cat3,HSS (I-XII),5,Private Unaided (Recognized),3,ST,0,0,21,36,46,53,68,58,53,62,28,31,98,88,22,27,26,36,62,43,50,43,24,20,102,84
2019-20,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,Urban,3,cat3,HSS (I-XII),5,Private Unaided (Recognized),3,ST,10,8,3,5,5,4,5,4,5,8,6,4,9,9,1,3,2,2,3,3,3,2,4,5,6,6
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,3,cat3,HSS (I-XII),92,Kendriya Vidyalaya / Central School,3,ST,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,5,cat5,HSS (VI-XII),1,Department of Education,3,ST,0,0,0,0,0,0,68,137,178,156,218,245,187,154,0,0,0,0,58,131,145,204,205,261,211,230
2019-20,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,Rural,5,cat5,HSS (VI-XII),1,Department of Education,3,ST,0,0,0,0,0,0,110,136,146,146,162,161,75,54,0,0,0,0,112,136,138,139,166,123,72,55
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Rural,5,cat5,HSS (VI-XII),1,Department of Education,3,ST,0,0,0,0,0,0,129,147,191,150,205,133,185,103,0,0,0,0,178,205,206,201,229,212,168,177
2019-20,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,Rural,5,cat5,HSS (VI-XII),1,Department of Education,3,ST,0,0,0,0,0,0,33,59,42,63,84,58,78,84,0,0,0,0,38,32,59,68,90,67,55,72
2019-20,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,Rural,5,cat5,HSS (VI-XII),1,Department of Education,3,ST,0,0,0,0,0,0,91,97,130,132,170,149,113,118,0,0,0,0,290,320,336,315,330,290,230,219
2019-20,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,Urban,5,cat5,HSS (VI-XII),1,Department of Education,3,ST,0,0,0,0,0,0,1,5,2,4,8,10,5,15,0,0,0,0,0,2,2,3,13,8,6,9
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,5,cat5,HSS (VI-XII),1,Department of Education,3,ST,0,0,0,0,0,0,217,228,218,333,276,211,338,279,0,0,0,0,188,220,207,304,283,248,211,231
2019-20,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,Urban,5,cat5,HSS (VI-XII),1,Department of Education,3,ST,0,0,0,0,0,0,90,107,95,123,95,72,108,87,0,0,0,0,121,169,149,126,120,160,177,137
2019-20,19,West Bengal,1901,DARJEELING,190140,MIRIK_MUNICIPALITY,Urban,5,cat5,HSS (VI-XII),1,Department of Education,3,ST,0,0,0,0,0,0,9,17,13,11,21,18,20,20,0,0,0,0,8,14,15,11,20,8,16,23
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Rural,11,cat11,HSS (XI-XII),1,Department of Education,3,ST,0,0,0,0,0,0,0,0,0,0,0,0,33,54,0,0,0,0,0,0,0,0,0,0,42,43
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,7,7,638,649,562,392,23,0,0,0,0,0,0,0,657,601,630,325,15,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,0,0,212,288,209,231,23,0,0,0,0,0,0,0,257,299,209,166,17,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,21,17,373,338,273,130,36,0,0,0,0,0,0,0,381,288,299,129,36,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,2,1,179,152,169,137,26,0,0,0,0,0,0,0,210,161,147,137,17,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,15,14,372,391,361,277,20,0,0,0,0,0,0,0,362,383,324,203,24,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,0,0,48,54,48,68,3,0,0,0,0,0,0,0,50,65,64,53,5,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,1,2,30,33,18,23,4,0,0,0,0,0,0,0,38,42,27,20,2,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,0,0,25,22,20,23,4,0,0,0,0,0,0,0,28,16,25,16,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,0,0,3,3,5,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,3,19,210,170,180,168,69,0,0,0,0,0,0,0,241,245,206,135,36,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,2,4,71,69,76,96,5,0,0,0,0,0,0,0,54,63,54,65,6,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190140,MIRIK_MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,0,0,13,8,6,9,0,0,0,0,0,0,0,0,10,10,6,9,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,23,12,6,2,2,6,9,0,0,0,0,0,0,0,7,7,6,7,7,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,0,0,4,8,10,7,1,0,0,0,0,0,0,0,4,7,5,10,1,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,0,0,17,11,11,14,0,0,0,0,0,0,0,0,23,7,7,12,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,0,0,5,4,3,6,0,0,0,0,0,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,0,0,29,16,9,3,0,0,0,0,0,0,0,0,14,8,16,4,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,4,6,4,1,3,5,1,0,0,0,0,0,0,0,1,1,5,2,7,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,0,0,1,2,3,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,4,3,11,12,13,12,0,0,0,0,0,0,0,0,11,11,10,16,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,1,cat1,PS (I-V),92,Kendriya Vidyalaya / Central School,3,ST,0,0,3,3,8,7,0,0,0,0,0,0,0,0,6,4,2,8,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),3,ST,16,10,15,16,22,21,20,18,19,15,18,19,0,0,21,16,21,10,14,15,20,24,29,13,0,0
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),3,ST,0,0,4,4,4,7,15,4,11,7,9,13,0,0,7,5,7,5,5,2,3,7,6,12,0,0
2019-20,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),3,ST,0,0,1,1,4,1,1,3,4,5,3,10,0,0,2,3,0,3,3,7,9,13,7,8,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),3,ST,20,20,21,17,18,21,19,25,19,18,21,19,0,0,17,16,19,20,26,20,14,18,20,17,0,0
2019-20,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),3,ST,18,20,41,43,27,39,48,29,33,31,21,26,0,0,39,32,27,27,23,38,32,31,27,36,0,0
2019-20,19,West Bengal,1901,DARJEELING,190140,MIRIK_MUNICIPALITY,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),3,ST,0,0,15,17,15,27,57,55,50,70,38,35,0,0,23,16,17,27,33,35,78,58,50,48,0,0
2019-20,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,Urban,6,cat6,SS (I-X),92,Kendriya Vidyalaya / Central School,3,ST,0,0,10,12,16,15,14,12,20,26,25,20,0,0,10,15,15,16,11,15,22,24,26,22,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,97,136,194,161,219,183,0,0,0,0,0,0,124,111,134,190,211,115,0,0
2019-20,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,59,58,31,30,65,8,0,0,0,0,0,0,28,35,33,33,14,13,0,0
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,67,83,80,76,56,55,0,0,0,0,0,0,98,95,107,110,91,39,0,0
2019-20,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,2,16,18,22,66,21,0,0,0,0,0,0,4,11,9,20,48,25,0,0
2019-20,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,37,35,48,82,56,88,0,0,0,0,0,0,38,30,68,70,60,29,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,13,14,7,7,7,9,0,0,0,0,0,0,36,41,39,38,31,8,0,0
2019-20,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,5,5,11,7,10,10,0,0,0,0,0,0,0,24,32,63,52,23,0,0
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Urban,7,cat7,SS (VI-X),5,Private Unaided (Recognized),3,ST,0,0,0,0,0,0,24,25,55,55,54,12,0,0,0,0,0,0,25,61,25,56,25,56,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,7,cat7,SS (VI-X),5,Private Unaided (Recognized),3,ST,0,0,0,0,0,0,40,55,54,50,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),3,ST,0,0,13,13,10,12,10,11,6,4,0,0,0,0,4,7,7,11,9,5,5,3,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),3,ST,0,0,15,9,11,14,12,8,5,7,0,0,0,0,11,18,8,10,14,2,6,5,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),3,ST,12,11,10,5,12,6,14,13,18,0,0,0,0,0,15,12,5,9,13,12,17,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),3,ST,0,0,12,12,12,15,16,15,15,15,0,0,0,0,11,15,16,13,14,12,11,12,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,3,ST,0,0,0,0,0,0,131,138,145,168,0,0,0,0,0,0,0,0,152,123,136,163,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,3,ST,0,0,0,0,0,0,139,176,141,156,0,0,0,0,0,0,0,0,164,171,166,94,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,3,ST,0,0,0,0,0,0,169,233,253,217,0,0,0,0,0,0,0,0,165,193,197,126,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,3,ST,0,0,0,0,0,0,83,94,90,86,0,0,0,0,0,0,0,0,95,96,96,4,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,3,ST,0,0,0,0,0,0,107,117,154,162,0,0,0,0,0,0,0,0,148,136,130,95,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Urban,4,cat4,UPS (VI-VIII),1,Department of Education,3,ST,0,0,0,0,0,0,97,118,85,91,0,0,0,0,0,0,0,0,47,117,73,44,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,Urban,4,cat4,UPS (VI-VIII),1,Department of Education,3,ST,0,0,0,0,0,0,0,5,6,7,0,0,0,0,0,0,0,0,0,8,8,9,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,4,cat4,UPS (VI-VIII),5,Private Unaided (Recognized),3,ST,0,0,0,0,0,0,9,5,5,7,0,0,0,0,0,0,0,0,7,6,2,6,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,Rural,4,cat4,UPS (VI-VIII),5,Private Unaided (Recognized),3,ST,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,5,2,2,2,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,3,cat3,HSS (I-XII),4,Government Aided,4,OBC,0,0,0,0,24,27,32,45,41,43,40,30,25,32,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Rural,3,cat3,HSS (I-XII),5,Private Unaided (Recognized),4,OBC,0,0,0,0,2,1,1,2,3,2,4,8,0,2,0,0,3,6,8,8,15,11,17,7,3,3
2019-20,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,Urban,3,cat3,HSS (I-XII),5,Private Unaided (Recognized),4,OBC,10,6,5,10,4,8,5,14,6,7,6,9,11,5,2,2,4,1,3,4,3,2,3,7,1,5
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,3,cat3,HSS (I-XII),92,Kendriya Vidyalaya / Central School,4,OBC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-20,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,Rural,5,cat5,HSS (VI-XII),1,Department of Education,4,OBC,0,0,0,0,0,0,20,22,34,48,80,101,243,27,0,0,0,0,22,26,33,55,98,113,43,33
2019-20,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,Rural,5,cat5,HSS (VI-XII),1,Department of Education,4,OBC,0,0,0,0,0,0,65,74,72,85,133,136,92,66,0,0,0,0,53,70,68,98,120,98,97,91
2019-20,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,Rural,5,cat5,HSS (VI-XII),1,Department of Education,4,OBC,0,0,0,0,0,0,26,32,42,40,51,57,46,38,0,0,0,0,13,16,15,22,23,35,19,45
2019-20,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,Rural,5,cat5,HSS (VI-XII),1,Department of Education,4,OBC,0,0,0,0,0,0,12,22,27,26,49,50,45,45,0,0,0,0,15,20,29,33,45,44,44,52
2019-20,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,Rural,5,cat5,HSS (VI-XII),1,Department of Education,4,OBC,0,0,0,0,0,0,33,40,64,74,104,135,147,103,0,0,0,0,27,27,21,45,45,71,77,81
2019-20,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,Urban,5,cat5,HSS (VI-XII),1,Department of Education,4,OBC,0,0,0,0,0,0,6,5,8,9,16,9,28,19,0,0,0,0,7,9,14,10,8,17,24,20
2019-20,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,Urban,5,cat5,HSS (VI-XII),1,Department of Education,4,OBC,0,0,0,0,0,0,129,171,159,147,192,137,308,247,0,0,0,0,165,121,150,138,171,126,141,142
2019-20,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,Urban,5,cat5,HSS (VI-XII),1,Department of Education,4,OBC,0,0,0,0,0,0,59,54,70,81,78,64,83,32,0,0,0,0,64,76,76,99,101,92,81,116
2019-20,19,West Bengal,1901,DARJEELING,190140,MIRIK_MUNICIPALITY,Urban,5,cat5,HSS (VI-XII),1,Department of Education,4,OBC,0,0,0,0,0,0,6,10,16,15,20,8,27,22,0,0,0,0,11,17,17,29,19,15,16,22
