ac_year,state_code,state_name,district_code,district_name,block_code,block_name,sch_category_id,category_name,sch_mgmt_id,sch_mgmt_name,loc_name,caste_id,pre_primary_boys,pre_primary_girls,class_1_boys,class_2_boys,class_3_boys,class_4_boys,class_5_boys,class_6_boys,class_7_boys,class_8_boys,class_9_boys,class_10_boys,class_11_boys,class_12_boys,class_1_girls,class_2_girls,class_3_girls,class_4_girls,class_5_girls,class_6_girls,class_7_girls,class_8_girls,class_9_girls,class_10_girls,class_11_girls,class_12_girls,caste_name
2016-17,19,West Bengal,1901,DARJILING,190132,MIRIK_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,2,0,0,0,1,2,1,1,3,2,5,1,5,0,0,0,3,0,1,0,2,4,3,3,4,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190135,KALIMPONG_II_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190136,GORUBATHAN_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190139,KURSEONG_MUNICIPALITY,6,SS (I-X),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190137,DARJEELING_MUNICIPALITY,6,SS (I-X),5,Private Unaided (Recognized),Urban,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190138,KALIMPONG_MUNICIPALITY,6,SS (I-X),5,Private Unaided (Recognized),Urban,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190139,KURSEONG_MUNICIPALITY,6,SS (I-X),5,Private Unaided (Recognized),Urban,2,6,3,4,4,7,1,5,2,4,3,2,3,0,0,5,3,2,2,0,3,2,3,8,3,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190140,MIRIK_MUNICIPALITY,6,SS (I-X),5,Private Unaided (Recognized),Urban,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190134,KALIMPONG_I_BLOCK,6,SS (I-X),7,Central Govt,Rural,2,0,0,1,1,0,0,0,3,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,6,SS (I-X),8,Unrecognized,Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190129,DARJEELING_PULBAZAR_BLOCK,7,SS (VI-X),1,Department of Education,Rural,2,0,0,0,0,0,0,3,1,6,6,6,3,2,5,0,0,0,0,5,7,4,3,11,1,3,3,SC
2016-17,19,West Bengal,1901,DARJILING,190130,RANGLI_RANGLIOT_BLOCK,7,SS (VI-X),1,Department of Education,Rural,2,0,0,0,0,0,0,8,7,8,7,15,9,0,1,0,0,0,0,4,10,8,5,17,9,1,1,SC
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,7,SS (VI-X),1,Department of Education,Rural,2,0,0,0,0,0,0,3,0,6,2,0,2,0,0,0,0,0,0,9,5,18,9,5,6,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190132,MIRIK_BLOCK,7,SS (VI-X),1,Department of Education,Rural,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,7,SS (VI-X),1,Department of Education,Rural,2,0,0,0,0,0,0,9,10,9,12,10,14,0,0,0,0,0,0,9,12,6,11,20,17,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190134,KALIMPONG_I_BLOCK,7,SS (VI-X),1,Department of Education,Rural,2,0,0,0,0,0,0,13,12,14,15,13,7,4,1,0,0,0,0,9,11,12,7,14,3,8,0,SC
2016-17,19,West Bengal,1901,DARJILING,190135,KALIMPONG_II_BLOCK,7,SS (VI-X),1,Department of Education,Rural,2,0,0,0,0,0,0,7,4,5,4,4,5,2,0,0,0,0,0,3,5,7,5,2,4,8,0,SC
2016-17,19,West Bengal,1901,DARJILING,190136,GORUBATHAN_BLOCK,7,SS (VI-X),1,Department of Education,Rural,2,0,0,0,0,0,0,6,10,4,1,10,4,2,1,0,0,0,0,3,8,9,6,7,7,0,1,SC
2016-17,19,West Bengal,1901,DARJILING,190137,DARJEELING_MUNICIPALITY,7,SS (VI-X),1,Department of Education,Urban,2,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,9,8,13,15,7,6,19,12,SC
2016-17,19,West Bengal,1901,DARJILING,190138,KALIMPONG_MUNICIPALITY,7,SS (VI-X),1,Department of Education,Urban,2,0,0,0,0,0,0,0,6,11,6,10,12,0,0,0,0,0,0,0,11,4,14,10,12,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190139,KURSEONG_MUNICIPALITY,7,SS (VI-X),1,Department of Education,Urban,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190129,DARJEELING_PULBAZAR_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190130,RANGLI_RANGLIOT_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,1,3,1,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190135,KALIMPONG_II_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190136,GORUBATHAN_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190137,DARJEELING_MUNICIPALITY,7,SS (VI-X),5,Private Unaided (Recognized),Urban,2,0,0,0,0,0,0,0,6,0,0,1,2,0,0,0,0,0,0,1,0,0,2,0,4,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,7,SS (VI-X),7,Central Govt,Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190101,"",2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,2,10,5,3,3,2,1,1,0,0,1,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190129,DARJEELING_PULBAZAR_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,2,3,3,1,2,4,1,2,1,1,0,0,0,0,0,1,1,1,2,2,1,1,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190130,RANGLI_RANGLIOT_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,2,3,8,0,1,0,2,2,1,0,3,0,0,0,0,0,2,3,1,1,1,3,3,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190132,MIRIK_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190134,KALIMPONG_I_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190135,KALIMPONG_II_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190136,GORUBATHAN_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,2,0,0,0,1,2,1,1,1,2,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190137,DARJEELING_MUNICIPALITY,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190137,DARJEELING_MUNICIPALITY,2,UPS (I-VIII),5,Private Unaided (Recognized),Urban,2,2,1,1,1,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190139,KURSEONG_MUNICIPALITY,2,UPS (I-VIII),5,Private Unaided (Recognized),Urban,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190136,GORUBATHAN_BLOCK,2,UPS (I-VIII),8,Unrecognized,Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190111,"",4,UPS (VI-VIII),1,Department of Education,Rural,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,6,4,1,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190129,DARJEELING_PULBAZAR_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,2,0,0,0,0,0,0,15,24,24,21,6,8,0,0,0,0,0,0,17,22,14,30,6,12,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190130,RANGLI_RANGLIOT_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,2,0,0,0,0,0,0,16,10,11,11,3,0,0,0,0,0,0,0,17,15,22,22,1,3,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,2,0,0,0,0,0,0,12,6,15,9,1,0,0,0,0,0,0,0,11,9,8,15,1,1,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190132,MIRIK_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,2,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,2,0,1,0,0,0,0,18,20,22,11,1,2,0,0,0,0,0,0,10,22,15,10,5,4,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190134,KALIMPONG_I_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,2,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,1,0,0,2,2,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190135,KALIMPONG_II_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,2,0,0,0,0,0,0,8,10,7,4,0,0,0,0,0,0,0,0,8,8,7,12,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190136,GORUBATHAN_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,2,0,0,0,0,0,0,16,14,19,9,4,0,0,0,0,0,0,0,17,10,16,24,2,1,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190137,DARJEELING_MUNICIPALITY,4,UPS (VI-VIII),1,Department of Education,Urban,2,0,0,0,0,0,0,25,25,19,19,15,15,14,15,0,0,0,0,2,3,2,5,2,2,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190138,KALIMPONG_MUNICIPALITY,4,UPS (VI-VIII),1,Department of Education,Urban,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,,"",4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190130,RANGLI_RANGLIOT_BLOCK,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190132,MIRIK_BLOCK,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,2,0,0,4,3,1,12,9,6,9,7,9,7,0,0,4,6,10,5,5,6,8,5,7,4,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190135,KALIMPONG_II_BLOCK,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190136,GORUBATHAN_BLOCK,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190140,MIRIK_MUNICIPALITY,4,UPS (VI-VIII),5,Private Unaided (Recognized),Urban,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,4,UPS (VI-VIII),8,Unrecognized,Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,19,West Bengal,1901,DARJILING,190138,KALIMPONG_MUNICIPALITY,3,HSS (I-XII),1,Department of Education,Urban,3,9,50,9,6,16,17,33,41,52,46,99,60,154,138,35,42,48,51,91,116,102,123,130,123,151,148,ST
2016-17,19,West Bengal,1901,DARJILING,190137,DARJEELING_MUNICIPALITY,3,HSS (I-XII),4,Government Aided,Urban,3,0,0,0,0,38,25,24,22,26,29,47,40,48,31,0,0,0,0,1,0,0,0,0,1,1,0,ST
2016-17,19,West Bengal,1901,DARJILING,190129,DARJEELING_PULBAZAR_BLOCK,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST
2016-17,19,West Bengal,1901,DARJILING,190134,KALIMPONG_I_BLOCK,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST
2016-17,19,West Bengal,1901,DARJILING,190137,DARJEELING_MUNICIPALITY,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,3,0,0,0,0,0,0,1,0,1,3,5,2,7,14,0,0,0,0,0,0,0,0,0,0,0,0,ST
2016-17,19,West Bengal,1901,DARJILING,190137,DARJEELING_MUNICIPALITY,3,HSS (I-XII),5,Private Unaided (Recognized),Urban,3,8,11,4,6,12,17,19,26,21,25,24,21,42,26,39,38,50,45,54,73,67,71,62,62,95,69,ST
2016-17,19,West Bengal,1901,DARJILING,190138,KALIMPONG_MUNICIPALITY,3,HSS (I-XII),5,Private Unaided (Recognized),Urban,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST
2016-17,19,West Bengal,1901,DARJILING,190139,KURSEONG_MUNICIPALITY,3,HSS (I-XII),5,Private Unaided (Recognized),Urban,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,3,HSS (I-XII),7,Central Govt,Rural,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST
2016-17,19,West Bengal,1901,DARJILING,190137,DARJEELING_MUNICIPALITY,3,HSS (I-XII),7,Central Govt,Urban,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST
2016-17,19,West Bengal,1901,DARJILING,190138,KALIMPONG_MUNICIPALITY,3,HSS (I-XII),7,Central Govt,Urban,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST
2016-17,19,West Bengal,1901,DARJILING,190129,DARJEELING_PULBAZAR_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,3,0,0,0,0,0,0,10,18,22,29,71,51,64,67,0,0,0,0,11,28,25,39,36,51,84,73,ST
2016-17,19,West Bengal,1901,DARJILING,190130,RANGLI_RANGLIOT_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,3,0,0,0,0,0,0,16,29,22,34,55,29,59,26,0,0,0,0,18,32,22,30,52,33,74,51,ST
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,3,0,0,0,0,0,0,84,82,73,96,89,78,66,49,0,0,0,0,65,85,70,75,71,80,70,60,ST
2016-17,19,West Bengal,1901,DARJILING,190132,MIRIK_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,3,0,0,0,0,0,0,19,34,26,35,48,42,34,21,0,0,0,0,23,30,38,32,48,42,50,33,ST
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,3,0,0,0,0,0,0,55,50,65,67,87,77,98,82,0,0,0,0,122,121,114,122,175,116,209,110,ST
2016-17,19,West Bengal,1901,DARJILING,190134,KALIMPONG_I_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,3,0,0,0,0,0,0,21,22,27,37,70,50,38,59,0,0,0,0,25,35,28,49,64,78,69,38,ST
2016-17,19,West Bengal,1901,DARJILING,190135,KALIMPONG_II_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,3,0,0,0,0,0,0,89,109,112,99,151,87,83,88,0,0,0,0,55,88,80,86,103,82,95,96,ST
2016-17,19,West Bengal,1901,DARJILING,190136,GORUBATHAN_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,3,0,0,0,0,0,0,1,11,10,6,18,28,28,22,0,0,0,0,3,5,6,7,26,38,24,23,ST
2016-17,19,West Bengal,1901,DARJILING,190137,DARJEELING_MUNICIPALITY,5,HSS (VI-XII),1,Department of Education,Urban,3,0,0,0,0,0,0,124,110,131,129,154,117,171,150,0,0,0,0,127,95,96,124,146,132,154,133,ST
2016-17,19,West Bengal,1901,DARJILING,190138,KALIMPONG_MUNICIPALITY,5,HSS (VI-XII),1,Department of Education,Urban,3,0,0,0,0,0,0,10,41,27,33,61,50,128,115,0,0,0,0,18,11,17,16,27,27,75,94,ST
2016-17,19,West Bengal,1901,DARJILING,190139,KURSEONG_MUNICIPALITY,5,HSS (VI-XII),1,Department of Education,Urban,3,0,0,0,0,0,0,61,39,65,67,99,70,126,114,0,0,0,0,55,51,52,28,48,23,48,65,ST
