Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Location,School_Type_Id,School_Type,Total_Number_of_Schools,Building,Complete_Medical_Checkup,Computer_Available,Functional_Drinking_Water,Drinking_Water,Functional_Electricity,Functional_Boy_Toilet,Functional_Girl_Toilet,Functional_Toilet_Facility,Functional_Toilet_and_Urinal,Functional_Urinal,Functional_Urinal_Boy,Functional_Urinal_Girl,Handwash,Separate_Room_for_Headmaster,Incinerator,Internet,Kitchen_Garden,Land_Available,Librarian,Library_or_Reading_Corner_or_Book_Bank,Medical_Checkup,Newspaper,Playground,Rain_Water_Harvesting,Ramps,Solar_Panel,Furniture,Water_Purifier,Water_Tested
2017-18,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,6,6,0,5,0,5,4,6,6,6,0,0,0,0,4,5,0,0,0,5,0,6,2,2,6,0,4,0,5,0,0
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,3,0,3,0,0
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,1,Boys,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,2,Girls,2,2,0,2,0,0,2,0,2,2,0,0,0,0,0,2,0,0,0,2,0,0,2,2,1,0,2,0,2,0,0
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,11,HSS (XI-XII),1,Department of Education,Rural,3,Co-Ed,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,144,142,5,6,20,57,62,139,144,144,0,0,0,0,41,26,0,2,0,103,0,18,93,3,78,1,144,0,133,19,0
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,25,20,0,9,0,12,10,20,20,20,0,0,0,0,11,9,0,0,0,7,0,3,4,1,15,0,24,0,13,0,0
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,6,SS (I-X),1,Department of Education,Rural,3,Co-Ed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,5,4,0,3,0,4,4,4,4,4,0,0,0,0,4,4,0,1,0,3,0,3,3,3,4,0,3,0,5,0,0
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,7,SS (VI-X),1,Department of Education,Rural,3,Co-Ed,9,9,0,8,1,3,9,9,8,9,0,0,0,0,3,3,0,1,0,9,0,4,8,1,8,0,9,0,4,0,0
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,6,5,0,3,0,1,4,5,5,5,0,0,0,0,2,3,0,1,0,5,1,3,3,2,5,0,5,0,5,0,0
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,2,0,2,0,0
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,3,1,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2017-18,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
2017-18,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,3,Co-Ed,5,4,0,5,0,2,5,4,5,5,0,0,0,0,1,3,0,0,0,5,1,4,5,3,3,0,5,0,5,0,0
2017-18,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,81,80,3,8,14,22,29,77,81,81,0,0,0,0,21,5,0,0,0,71,0,13,55,1,60,1,81,0,69,21,0
2017-18,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0
2017-18,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,6,5,0,4,0,3,4,5,5,5,0,0,0,0,5,4,0,3,0,5,1,4,2,4,5,2,5,0,6,0,0
2017-18,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,7,SS (VI-X),1,Department of Education,Rural,3,Co-Ed,6,6,1,3,1,3,3,4,5,5,0,0,0,0,0,1,0,0,0,6,1,4,4,1,6,0,6,0,5,0,0
2017-18,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,2,0,0,0,1,1,2,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,0,3,0,0
2017-18,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2017-18,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,3,HSS (I-XII),92,Kendriya Vidyalaya / Central School,Rural,3,Co-Ed,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,1,Boys,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,2,Girls,2,2,0,1,0,1,1,0,2,2,0,0,0,0,1,1,0,0,0,2,0,2,2,1,2,0,2,0,2,0,0
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,3,Co-Ed,6,6,0,6,0,5,6,6,6,6,0,0,0,0,2,3,0,2,0,5,1,4,5,1,6,1,6,0,6,0,0
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,1,PS (I-V),1,Department of Education,Rural,1,Boys,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,1,PS (I-V),1,Department of Education,Rural,2,Girls,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,208,207,5,9,20,62,63,204,206,207,0,0,0,0,57,37,0,0,0,176,0,7,65,2,164,2,208,0,194,34,0
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,41,39,0,21,1,25,13,39,39,39,0,0,0,0,23,18,0,0,0,31,0,4,5,2,28,0,40,0,31,0,0
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,1,PS (I-V),1,Department of Education,Urban,3,Co-Ed,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,4,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,2,0,2,1,0
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,6,SS (I-X),8,Unrecognized,Rural,3,Co-Ed,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,7,SS (VI-X),1,Department of Education,Rural,3,Co-Ed,19,18,0,16,0,8,12,19,19,19,0,0,0,0,3,2,0,1,0,19,0,10,11,2,18,0,19,0,10,5,0
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,3,0,1,0,1,1,3,3,3,0,0,0,0,1,1,0,0,0,1,0,1,0,0,3,0,2,0,1,0,0
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,7,SS (VI-X),92,Kendriya Vidyalaya / Central School,Rural,3,Co-Ed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,4,UPS (VI-VIII),8,Unrecognized,Rural,3,Co-Ed,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,3,HSS (I-XII),4,Government Aided,Urban,1,Boys,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,3,HSS (I-XII),5,Private Unaided (Recognized),Urban,2,Girls,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,3,HSS (I-XII),4,Government Aided,Urban,3,Co-Ed,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,3,HSS (I-XII),5,Private Unaided (Recognized),Urban,3,Co-Ed,4,4,0,4,0,4,4,4,4,4,0,0,0,0,4,4,0,4,0,4,2,4,1,3,4,3,4,0,4,1,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,3,HSS (I-XII),92,Kendriya Vidyalaya / Central School,Urban,3,Co-Ed,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,5,HSS (VI-XII),5,Private Unaided (Recognized),Rural,1,Boys,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,5,HSS (VI-XII),1,Department of Education,Urban,1,Boys,5,5,0,5,0,3,5,5,0,5,0,0,0,0,1,3,0,5,0,3,3,4,3,4,5,1,5,0,5,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,5,HSS (VI-XII),1,Department of Education,Urban,2,Girls,4,4,0,4,0,2,4,0,4,4,0,0,0,0,1,3,0,3,0,2,3,4,3,3,4,1,4,0,4,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,5,HSS (VI-XII),1,Department of Education,Urban,3,Co-Ed,3,3,0,2,0,1,3,3,3,3,0,0,0,0,1,3,0,1,0,1,2,3,2,3,2,0,3,0,3,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,1,PS (I-V),1,Department of Education,Urban,1,Boys,2,2,1,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,2,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,1,PS (I-V),1,Department of Education,Urban,2,Girls,3,3,1,0,1,1,2,0,3,3,0,0,0,0,2,3,0,0,0,3,0,1,3,0,3,0,3,0,3,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,1,PS (I-V),1,Department of Education,Urban,3,Co-Ed,45,45,3,2,8,11,30,44,43,44,0,0,0,0,20,17,0,0,0,20,0,5,38,0,20,2,45,0,42,5,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,1,PS (I-V),5,Private Unaided (Recognized),Urban,3,Co-Ed,8,6,0,5,1,6,7,8,8,8,0,0,0,0,6,4,0,1,0,4,0,5,4,2,5,1,6,0,6,1,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,1,PS (I-V),92,Kendriya Vidyalaya / Central School,Urban,3,Co-Ed,2,2,0,1,1,2,2,2,2,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,2,2,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,6,SS (I-X),5,Private Unaided (Recognized),Urban,3,Co-Ed,4,4,0,4,0,4,4,4,4,4,0,0,0,0,3,4,0,4,0,2,4,4,2,4,4,0,4,0,4,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,7,SS (VI-X),1,Department of Education,Urban,1,Boys,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,7,SS (VI-X),1,Department of Education,Urban,2,Girls,2,2,0,2,0,1,2,0,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,2,0,2,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,7,SS (VI-X),1,Department of Education,Urban,3,Co-Ed,2,2,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,2,0,2,2,0,1,0,2,0,2,1,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,7,SS (VI-X),5,Private Unaided (Recognized),Urban,3,Co-Ed,2,2,0,2,0,0,1,2,2,2,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,2,0,1,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,2,UPS (I-VIII),1,Department of Education,Urban,1,Boys,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,2,UPS (I-VIII),5,Private Unaided (Recognized),Urban,3,Co-Ed,2,2,0,2,0,1,2,2,2,2,0,0,0,0,2,2,0,0,0,2,0,2,1,2,2,0,2,0,2,0,0
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,4,UPS (VI-VIII),1,Department of Education,Urban,3,Co-Ed,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0
2017-18,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,3,HSS (I-XII),5,Private Unaided (Recognized),Urban,3,Co-Ed,2,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0
2017-18,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,5,HSS (VI-XII),1,Department of Education,Urban,1,Boys,3,3,0,3,0,3,3,3,0,3,0,0,0,0,2,2,0,1,0,2,1,3,3,3,2,0,3,0,3,0,0
2017-18,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,5,HSS (VI-XII),1,Department of Education,Urban,2,Girls,3,3,0,3,0,2,3,0,3,3,0,0,0,0,1,2,0,2,0,2,2,3,3,1,3,0,3,0,3,0,0
2017-18,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,11,HSS (XI-XII),1,Department of Education,Urban,3,Co-Ed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-18,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,1,PS (I-V),1,Department of Education,Urban,1,Boys,3,3,0,0,0,1,2,3,0,3,0,0,0,0,1,1,0,0,0,2,0,0,3,0,2,0,3,0,3,0,0
