ac_year,state_code,state_name,district_code,district_name,block_code,block_name,sch_category_id,category_name,sch_mgmt_id,sch_mgmt_name,loc_name,caste_id,pre_primary_boys,pre_primary_girls,class_1_boys,class_2_boys,class_3_boys,class_4_boys,class_5_boys,class_6_boys,class_7_boys,class_8_boys,class_9_boys,class_10_boys,class_11_boys,class_12_boys,class_1_girls,class_2_girls,class_3_girls,class_4_girls,class_5_girls,class_6_girls,class_7_girls,class_8_girls,class_9_girls,class_10_girls,class_11_girls,class_12_girls,caste_name
2017-18,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,1,PS (I-V),5,Private Unaided (Recognized),Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190140,MIRIK_MUNICIPALITY,1,PS (I-V),5,Private Unaided (Recognized),Urban,1,4,5,1,2,3,0,1,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,1,PS (I-V),8,Unrecognized,Rural,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,1,PS (I-V),92,Kendriya Vidyalaya / Central School,Urban,1,20,21,5,3,4,4,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,6,SS (I-X),1,Department of Education,Rural,1,0,0,0,0,0,0,3,2,3,1,0,0,0,0,0,0,0,0,4,4,1,2,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,6,SS (I-X),1,Department of Education,Urban,1,10,5,10,12,15,0,0,0,0,0,0,0,0,0,11,14,11,22,29,25,24,25,32,21,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,1,57,46,20,24,13,17,26,16,18,10,8,9,0,0,17,15,14,12,21,17,19,17,21,7,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,1,17,9,7,4,3,1,0,6,7,2,6,6,0,0,2,2,3,1,6,5,1,2,1,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,1,8,8,11,8,9,6,16,12,16,13,6,3,0,0,10,14,6,12,12,10,16,15,9,4,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,1,0,0,9,12,11,12,19,18,19,8,17,17,0,0,9,6,6,12,17,15,20,20,12,19,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,1,17,18,11,4,2,5,8,7,8,7,7,2,0,0,8,5,6,2,7,5,6,9,7,6,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,6,SS (I-X),5,Private Unaided (Recognized),Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,6,SS (I-X),5,Private Unaided (Recognized),Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,6,SS (I-X),5,Private Unaided (Recognized),Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190140,MIRIK_MUNICIPALITY,6,SS (I-X),5,Private Unaided (Recognized),Urban,1,0,0,11,5,8,13,14,14,12,16,10,11,0,0,15,6,6,10,11,14,12,14,9,8,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,6,SS (I-X),8,Unrecognized,Rural,1,0,0,5,3,6,2,5,4,5,3,3,0,0,0,4,5,6,3,6,2,4,2,3,1,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,7,SS (VI-X),1,Department of Education,Rural,1,0,0,0,0,0,0,64,82,82,83,23,18,0,0,0,0,0,0,35,52,56,48,22,25,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,7,SS (VI-X),1,Department of Education,Rural,1,0,0,0,0,0,0,42,57,69,61,8,6,0,0,0,0,0,0,28,47,35,31,6,4,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,7,SS (VI-X),1,Department of Education,Rural,1,0,0,0,0,0,0,16,9,10,17,7,7,0,0,0,0,0,0,13,7,12,9,10,8,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,7,SS (VI-X),1,Department of Education,Rural,1,0,0,0,0,0,0,14,12,21,23,4,6,0,0,0,0,0,0,12,9,15,13,8,5,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,7,SS (VI-X),1,Department of Education,Rural,1,0,0,0,0,0,0,80,85,96,91,29,22,0,0,0,0,0,0,55,59,76,74,30,39,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,7,SS (VI-X),1,Department of Education,Urban,1,0,0,0,0,0,0,23,19,26,16,23,16,0,0,0,0,0,0,14,19,16,23,40,29,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,7,SS (VI-X),1,Department of Education,Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,1,0,0,0,0,0,0,1,1,4,7,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,1,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,7,SS (VI-X),5,Private Unaided (Recognized),Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,7,SS (VI-X),92,Kendriya Vidyalaya / Central School,Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,2,UPS (I-VIII),1,Department of Education,Rural,1,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,2,UPS (I-VIII),1,Department of Education,Rural,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,2,UPS (I-VIII),1,Department of Education,Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,1,12,5,4,2,5,4,3,5,1,0,0,0,0,0,4,5,5,2,6,2,3,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,1,0,5,0,0,0,6,0,2,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,2,UPS (I-VIII),5,Private Unaided (Recognized),Urban,1,5,5,0,2,1,5,1,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,2,UPS (I-VIII),5,Private Unaided (Recognized),Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,4,UPS (VI-VIII),1,Department of Education,Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190140,MIRIK_MUNICIPALITY,4,UPS (VI-VIII),5,Private Unaided (Recognized),Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,4,UPS (VI-VIII),8,Unrecognized,Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,3,HSS (I-XII),4,Government Aided,Urban,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2017-18,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2017-18,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,SC
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,2,1,1,1,1,2,2,2,1,5,1,3,1,2,1,2,1,1,2,0,3,1,1,1,2,1,1,SC
2017-18,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,2,0,0,1,1,2,0,0,2,4,1,1,2,2,2,0,3,0,2,1,1,0,0,1,3,2,2,SC
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,3,HSS (I-XII),5,Private Unaided (Recognized),Urban,2,0,0,1,2,4,1,4,2,6,2,1,2,14,2,8,8,12,6,16,11,13,11,6,9,23,13,SC
2017-18,19,West Bengal,1901,DARJEELING,190139,KURSEONG_MUNICIPALITY,3,HSS (I-XII),5,Private Unaided (Recognized),Urban,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2017-18,19,West Bengal,1901,DARJEELING,190140,MIRIK_MUNICIPALITY,3,HSS (I-XII),5,Private Unaided (Recognized),Urban,2,4,1,4,1,1,0,3,3,2,1,0,1,3,2,5,1,3,4,4,0,1,5,2,0,0,3,SC
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,3,HSS (I-XII),92,Kendriya Vidyalaya / Central School,Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,3,HSS (I-XII),92,Kendriya Vidyalaya / Central School,Urban,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2017-18,19,West Bengal,1901,DARJEELING,190129,DARJEELING_PULBAZAR_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,2,0,0,0,0,0,0,5,13,5,13,11,13,8,11,0,0,0,0,5,14,12,9,11,13,10,22,SC
2017-18,19,West Bengal,1901,DARJEELING,190130,RANGLI_RANGLIOT_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,2,0,0,0,0,0,0,11,9,10,16,21,21,15,15,0,0,0,0,13,16,20,13,20,12,19,13,SC
2017-18,19,West Bengal,1901,DARJEELING,190131,KURSEONG_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,2,0,0,0,0,0,0,24,24,32,23,25,30,36,33,0,0,0,0,43,27,21,39,29,27,24,26,SC
2017-18,19,West Bengal,1901,DARJEELING,190132,MIRIK_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,2,0,0,0,0,0,0,8,14,17,15,20,14,22,21,0,0,0,0,12,17,22,20,23,27,27,23,SC
2017-18,19,West Bengal,1901,DARJEELING,190133,JOREBUNGLOW_SUKHIA_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,2,0,0,0,0,0,0,12,12,20,17,28,20,21,29,0,0,0,0,27,20,28,27,32,34,19,22,SC
2017-18,19,West Bengal,1901,DARJEELING,190137,DARJEELING_MUNICIPALITY,5,HSS (VI-XII),1,Department of Education,Urban,2,0,0,0,0,0,0,42,62,56,44,65,48,32,55,0,0,0,0,66,64,29,57,56,24,34,29,SC
