Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Location,School_Type_Id,School_Type,Total_Number_of_Schools,Building,Complete_Medical_Checkup,Computer_Available,Functional_Drinking_Water,Drinking_Water,Functional_Electricity,Functional_Boy_Toilet,Functional_Girl_Toilet,Functional_Toilet_Facility,Functional_Toilet_and_Urinal,Functional_Urinal,Functional_Urinal_Boy,Functional_Urinal_Girl,Handwash,Separate_Room_for_Headmaster,Incinerator,Internet,Kitchen_Garden,Land_Available,Librarian,Library_or_Reading_Corner_or_Book_Bank,Medical_Checkup,Newspaper,Playground,Rain_Water_Harvesting,Ramps,Solar_Panel,Furniture,Water_Purifier,Water_Tested
2016-17,19,West Bengal,1901,DARJILING,190130,RANGLI_RANGLIOT_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190130,RANGLI_RANGLIOT_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,4,4,0,4,2,4,2,4,4,4,0,0,0,0,2,4,0,0,0,4,0,4,2,1,4,0,1,0,3,0,0
2016-17,19,West Bengal,1901,DARJILING,190130,RANGLI_RANGLIOT_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,15,11,0,11,2,7,10,12,12,12,0,0,0,0,2,0,0,1,13,13,0,6,7,1,14,0,2,0,5,0,0
2016-17,19,West Bengal,1901,DARJILING,190130,RANGLI_RANGLIOT_BLOCK,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,2,0,1,2,3,1,2,2,2,0,0,0,0,2,1,0,0,0,3,0,1,0,2,2,0,0,0,2,0,0
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,1,Boys,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,2,Girls,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,3,Co-Ed,5,4,0,5,3,4,4,5,5,5,0,0,0,0,1,3,0,2,5,4,2,4,4,2,3,0,2,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,11,HSS (XI-XII),1,Department of Education,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,144,140,0,3,50,93,65,140,142,143,0,0,0,0,40,22,0,0,113,103,0,19,78,3,78,0,69,0,26,0,0
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,21,20,0,7,11,17,10,20,20,20,0,0,0,0,11,9,0,0,0,7,0,3,4,1,15,0,0,0,11,0,0
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,4,4,0,3,4,4,4,4,4,4,0,0,0,0,4,4,0,2,0,4,1,3,2,3,4,0,0,0,4,0,0
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,7,SS (VI-X),1,Department of Education,Rural,2,Girls,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,7,SS (VI-X),1,Department of Education,Rural,3,Co-Ed,2,2,0,1,2,2,2,2,2,2,0,0,0,0,2,1,0,1,1,2,0,0,2,0,1,0,0,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,5,4,0,2,1,4,3,4,4,4,0,0,0,0,2,3,0,1,0,4,1,2,2,1,4,0,1,0,4,0,0
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,2,0,1,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,1,0,1,2,1,2,0,0,0,2,0,0
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,11,9,0,7,1,2,7,10,9,10,0,0,0,0,1,2,0,0,7,7,0,4,6,2,8,0,1,0,5,0,0
2016-17,19,West Bengal,1901,DARJILING,190131,KURSEONG_BLOCK,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,1,0,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,0,2,0,1,1,1,2,0,0,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190132,MIRIK_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,3,Co-Ed,4,4,0,4,1,3,4,3,4,4,0,0,0,0,1,3,0,0,4,4,1,4,4,3,2,0,2,0,3,0,0
2016-17,19,West Bengal,1901,DARJILING,190132,MIRIK_BLOCK,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,81,76,0,7,22,51,25,79,80,80,0,0,0,0,19,3,0,0,42,72,0,2,46,1,61,0,22,0,39,0,0
2016-17,19,West Bengal,1901,DARJILING,190132,MIRIK_BLOCK,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190132,MIRIK_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,2,0,3,1,3,3,3,3,3,0,0,0,0,3,3,0,2,1,3,1,2,1,3,3,2,1,0,3,0,0
2016-17,19,West Bengal,1901,DARJILING,190132,MIRIK_BLOCK,7,SS (VI-X),1,Department of Education,Rural,3,Co-Ed,2,1,0,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,2,2,0,1,2,0,2,0,1,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190132,MIRIK_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,3,0,0,2,3,1,3,3,3,0,0,0,0,2,0,0,0,0,2,0,1,0,0,2,0,0,0,3,0,0
2016-17,19,West Bengal,1901,DARJILING,190132,MIRIK_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,6,5,0,2,2,4,1,4,4,4,0,0,0,0,0,0,0,0,4,5,1,3,3,1,6,0,0,0,2,0,0
2016-17,19,West Bengal,1901,DARJILING,190132,MIRIK_BLOCK,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,2,0,1,1,1,1,2,2,2,0,0,0,0,1,2,0,1,0,1,0,1,1,1,2,0,0,0,2,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,3,HSS (I-XII),7,Central Govt,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,1,Boys,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,2,Girls,2,2,0,1,1,2,1,2,2,2,0,0,0,0,1,1,0,0,2,2,0,2,2,1,2,0,1,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,3,Co-Ed,6,4,0,6,5,5,6,6,6,6,0,0,0,0,2,2,0,2,6,5,1,4,5,1,6,1,3,0,2,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,1,PS (I-V),1,Department of Education,Rural,1,Boys,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,1,PS (I-V),1,Department of Education,Rural,2,Girls,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,208,172,0,8,56,164,69,204,205,206,0,0,0,0,57,32,0,0,150,175,0,4,68,1,164,0,56,0,38,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,39,38,0,19,25,30,13,38,38,38,0,0,0,0,23,18,0,0,0,30,0,4,5,2,27,0,2,0,22,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,1,PS (I-V),1,Department of Education,Urban,3,Co-Ed,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,6,SS (I-X),8,Unrecognized,Rural,3,Co-Ed,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,7,SS (VI-X),1,Department of Education,Rural,3,Co-Ed,7,7,0,7,3,6,6,7,7,7,0,0,0,0,0,1,0,1,7,7,0,5,5,1,7,0,1,0,4,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,2,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,7,SS (VI-X),7,Central Govt,Rural,3,Co-Ed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,12,11,0,9,2,9,5,11,11,11,0,0,0,0,3,1,0,0,12,12,0,4,6,2,11,0,1,0,3,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,2,0,2,1,1,1,2,2,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0
2016-17,19,West Bengal,1901,DARJILING,190133,JOREBUNGLOW_SUKHIA_BLOCK,4,UPS (VI-VIII),8,Unrecognized,Rural,3,Co-Ed,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190134,KALIMPONG_I_BLOCK,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190134,KALIMPONG_I_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,3,Co-Ed,3,2,0,3,2,3,3,3,3,3,0,0,0,0,1,1,0,1,3,3,1,3,2,3,3,0,3,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190134,KALIMPONG_I_BLOCK,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,156,146,0,9,48,108,53,151,152,152,0,0,0,0,65,6,0,0,89,120,0,10,48,0,96,0,71,0,15,0,0
2016-17,19,West Bengal,1901,DARJILING,190134,KALIMPONG_I_BLOCK,1,PS (I-V),1,Department of Education,Urban,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190134,KALIMPONG_I_BLOCK,6,SS (I-X),7,Central Govt,Rural,3,Co-Ed,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190134,KALIMPONG_I_BLOCK,7,SS (VI-X),1,Department of Education,Rural,3,Co-Ed,7,7,0,6,3,5,4,7,7,7,0,0,0,0,3,3,0,1,7,7,0,4,6,2,7,0,5,0,2,0,0
2016-17,19,West Bengal,1901,DARJILING,190134,KALIMPONG_I_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190134,KALIMPONG_I_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,5,0,0,2,0,1,3,5,5,5,0,0,0,0,0,0,0,0,2,3,0,0,2,0,2,0,1,0,4,0,0
2016-17,19,West Bengal,1901,DARJILING,190134,KALIMPONG_I_BLOCK,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190135,KALIMPONG_II_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,3,Co-Ed,5,5,0,5,3,4,3,5,5,5,0,0,0,0,0,1,0,0,5,5,1,3,4,4,5,0,2,0,3,0,0
2016-17,19,West Bengal,1901,DARJILING,190135,KALIMPONG_II_BLOCK,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,110,92,0,8,39,77,31,95,97,98,0,0,0,0,25,4,0,0,71,104,0,3,51,0,93,0,23,0,10,0,0
2016-17,19,West Bengal,1901,DARJILING,190135,KALIMPONG_II_BLOCK,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,7,6,0,2,5,6,4,3,3,3,0,0,0,0,3,2,0,0,0,3,1,0,2,1,5,0,0,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190135,KALIMPONG_II_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190135,KALIMPONG_II_BLOCK,7,SS (VI-X),1,Department of Education,Rural,3,Co-Ed,5,4,0,5,0,3,0,4,4,4,0,0,0,0,0,1,0,0,5,5,0,5,5,2,4,0,3,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190135,KALIMPONG_II_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190135,KALIMPONG_II_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190135,KALIMPONG_II_BLOCK,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,12,6,0,5,1,4,4,12,11,12,0,0,0,0,1,1,0,0,5,8,0,7,7,1,6,0,0,0,4,0,0
2016-17,19,West Bengal,1901,DARJILING,190135,KALIMPONG_II_BLOCK,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190136,GORUBATHAN_BLOCK,5,HSS (VI-XII),1,Department of Education,Rural,3,Co-Ed,3,3,0,3,2,3,2,3,3,3,0,0,0,0,1,2,0,0,3,3,0,3,2,3,2,0,2,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190136,GORUBATHAN_BLOCK,1,PS (I-V),1,Department of Education,Rural,3,Co-Ed,114,106,0,2,45,108,34,103,106,106,0,0,0,0,38,6,0,0,88,108,0,3,86,3,103,0,59,0,31,0,0
2016-17,19,West Bengal,1901,DARJILING,190136,GORUBATHAN_BLOCK,1,PS (I-V),5,Private Unaided (Recognized),Rural,3,Co-Ed,17,17,0,10,10,17,8,17,17,17,0,0,0,0,11,9,0,0,0,15,0,3,4,3,13,0,0,0,11,0,0
2016-17,19,West Bengal,1901,DARJILING,190136,GORUBATHAN_BLOCK,1,PS (I-V),8,Unrecognized,Rural,3,Co-Ed,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190136,GORUBATHAN_BLOCK,6,SS (I-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190136,GORUBATHAN_BLOCK,7,SS (VI-X),1,Department of Education,Rural,3,Co-Ed,4,4,0,4,1,4,3,4,4,4,0,0,0,0,1,3,0,0,4,4,0,3,3,2,4,0,4,0,0,0,0
2016-17,19,West Bengal,1901,DARJILING,190136,GORUBATHAN_BLOCK,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016-17,19,West Bengal,1901,DARJILING,190136,GORUBATHAN_BLOCK,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,8,8,0,7,8,8,5,8,8,8,0,0,0,0,5,7,0,0,0,5,0,6,3,3,6,0,0,0,8,0,0
